RUN	PetClinicAdvanced	petclinicadvanced	1626181726027	 	3.2.1
USER	PetClinic	1	START	1626181727471	1626181727471
REQUEST	1		Open Home Page	1626181727527	1626181727556	OK	 
REQUEST	1		Get Find Owners Page	1626181730575	1626181730578	OK	 
REQUEST	1		GET Add Owner	1626181731585	1626181731590	OK	 
REQUEST	1		POST Add Owner	1626181742594	1626181742598	OK	 
REQUEST	1		Get Owners Info	1626181742620	1626181742652	OK	 
REQUEST	1		GET Add Pet	1626181750665	1626181750673	OK	 
REQUEST	1		POST Add Pet	1626181765676	1626181765684	OK	 
REQUEST	1		GET Owners Info	1626181765685	1626181765723	OK	 
REQUEST	1		GET Edit Pet Page	1626181767714	1626181767728	OK	 
REQUEST	1		POST Edit Pet Name	1626181774725	1626181774738	OK	 
REQUEST	1		GET Owners Info	1626181774739	1626181774776	OK	 
REQUEST	1		GET Add new visit	1626181780785	1626181780820	OK	 
REQUEST	1		POST Add new visit	1626181784816	1626181784824	OK	 
REQUEST	1		GET Owners Info	1626181784825	1626181784864	OK	 
REQUEST	1		Get Find Owners Page	1626181795876	1626181795879	OK	 
REQUEST	1		GET Find Owners by Lastname	1626181802876	1626181802890	OK	 
REQUEST	1		GET Open Edit Owner Page	1626181811885	1626181811893	OK	 
REQUEST	1		POST Update Owner	1626181819885	1626181819894	OK	 
REQUEST	1		GET Owners Info	1626181819895	1626181819931	OK	 
REQUEST	1		GET Vets List	1626181826945	1626181826950	OK	 
USER	PetClinic	1	END	1626181727471	1626181828959
