RUN	PetClinicAdvanced	petclinicadvanced	1626168426045	 	3.6.0
USER	PetClinicAdvanced	START	1626168427034
REQUEST		GET Open Home Page	1626168427054	1626168427081	OK	 
REQUEST		GET Owners Page	1626168428129	1626168428133	OK	 
REQUEST		GET Find Owners Page	1626168429204	1626168429208	OK	 
REQUEST		POST Add Owner	1626168440279	1626168440284	OK	 
REQUEST		GET Owners Page	1626168440285	1626168440294	OK	 
REQUEST		request_5	1626168442369	1626168442377	OK	 
REQUEST		request_6	1626168447449	1626168447453	OK	 
REQUEST		request_7	1626168447454	1626168447458	OK	 
REQUEST		request_8	1626168448528	1626168448534	OK	 
USER	PetClinicAdvanced	START	1626168457093
REQUEST		GET Open Home Page	1626168457094	1626168457110	OK	 
REQUEST		GET Owners Page	1626168458169	1626168458173	OK	 
REQUEST		GET Find Owners Page	1626168459244	1626168459248	OK	 
REQUEST		request_9	1626168460611	1626168460617	KO	status.find.is(302), but actually found 200
REQUEST		request_10	1626168460618	1626168460623	OK	 
REQUEST		request_11	1626168462698	1626168462706	OK	 
REQUEST		POST Add Owner	1626168470324	1626168470328	OK	 
REQUEST		GET Owners Page	1626168470328	1626168470333	OK	 
REQUEST		request_5	1626168472409	1626168472414	OK	 
REQUEST		request_6	1626168477489	1626168477493	OK	 
REQUEST		request_7	1626168477493	1626168477498	OK	 
REQUEST		request_8	1626168478574	1626168478579	OK	 
REQUEST		request_12	1626168479778	1626168479783	OK	 
REQUEST		request_13	1626168479784	1626168479787	OK	 
REQUEST		request_14	1626168485862	1626168485867	OK	 
REQUEST		request_15	1626168488943	1626168488947	OK	 
REQUEST		request_16	1626168488947	1626168488952	OK	 
REQUEST		request_9	1626168490654	1626168490660	KO	status.find.is(302), but actually found 200
REQUEST		request_10	1626168490660	1626168490664	OK	 
REQUEST		request_11	1626168492739	1626168492744	OK	 
REQUEST		request_17	1626168499025	1626168499029	OK	 
REQUEST		request_18	1626168501105	1626168501109	OK	 
REQUEST		request_19	1626168507183	1626168507188	OK	 
REQUEST		request_20	1626168507188	1626168507193	OK	 
REQUEST		request_12	1626168509820	1626168509825	OK	 
REQUEST		request_13	1626168509825	1626168509829	OK	 
REQUEST		request_14	1626168515902	1626168515907	OK	 
REQUEST		request_15	1626168518983	1626168518987	OK	 
REQUEST		request_16	1626168518987	1626168518997	OK	 
REQUEST		request_21	1626168522225	1626168522229	OK	 
REQUEST		request_22	1626168526305	1626168526309	OK	 
REQUEST		request_23	1626168526309	1626168526314	OK	 
REQUEST		request_17	1626168529073	1626168529076	OK	 
REQUEST		request_18	1626168531152	1626168531156	OK	 
REQUEST		request_24	1626168536387	1626168536391	OK	 
USER	PetClinicAdvanced	END	1626168536393
REQUEST		request_19	1626168537159	1626168537167	OK	 
REQUEST		request_20	1626168537168	1626168537174	OK	 
REQUEST		request_21	1626168552245	1626168552250	OK	 
REQUEST		request_22	1626168556326	1626168556330	OK	 
REQUEST		request_23	1626168556330	1626168556336	OK	 
REQUEST		request_24	1626168566412	1626168566416	OK	 
USER	PetClinicAdvanced	END	1626168566417
